3.333333333340035565e-02 3.333333333340255528e-02 3.333333333339179999e-02 3.333333333340769006e-02 3.333333333339867643e-02 3.333333333339629639e-02 3.333333333341047949e-02 3.333333333341519100e-02 3.333333333339700416e-02 3.333333333340380428e-02 3.333333333340187526e-02 3.333333333341268606e-02 3.333333333340364468e-02 3.333333333340719740e-02 3.333333333339651150e-02 3.333333333340390142e-02 3.333333333339758009e-02 3.333333333340279814e-02 3.333333333337934468e-02 3.333333333341227667e-02 3.333333333340292998e-02 3.333333333340534471e-02 3.333333333340702392e-02 3.333333333340561533e-02 3.333333333340075810e-02 3.333333333339616456e-02 3.333333333338801135e-02 3.333333333340959825e-02 2.033333333331323267e+00 3.333333333341946536e-02
3.333333333338485416e-02 3.333333333338703991e-02 3.333333333338173859e-02 5.033333333331730053e+00 3.333333333343288518e-02 3.333333333338718563e-02 3.333333333339118243e-02 3.333333333338456966e-02 3.333333333338506926e-02 3.333333333338180798e-02 3.333333333339635191e-02 3.333333333339270899e-02 3.333333333338902443e-02 3.333333333337893528e-02 3.333333333338667909e-02 3.333333333338318882e-02 3.333333333338771298e-02 3.333333333338830279e-02 3.333333333339128651e-02 3.333333333338663745e-02 3.333333333338553417e-02 3.333333333338077409e-02 3.333333333338314025e-02 3.333333333338994731e-02 3.333333333338675541e-02 3.333333333339287552e-02 3.333333333338173859e-02 3.333333333338987792e-02 3.333333333338858728e-02 3.333333333339334736e-02
3.333333333338447252e-02 3.333333333338556193e-02 3.333333333338447252e-02 3.333333333338277943e-02 3.333333333339139060e-02 3.333333333339186938e-02 3.333333333338759502e-02 3.333333333338668603e-02 3.333333333338656806e-02 3.333333333338855259e-02 3.333333333339096038e-02 3.333333333339200122e-02 3.333333333338806687e-02 3.333333367847689938e-02 3.333333333338255738e-02 3.333333333338742849e-02 3.333333333339021792e-02 3.333333333338390353e-02 3.333333333338833748e-02 3.333333333338600601e-02 3.333333333338889259e-02 9.033333332986677178e+00 3.333333333338491661e-02 3.333333333338744237e-02 3.333333333338276555e-02 3.333333333339012772e-02 3.333333333338934362e-02 3.333333333339095345e-02 3.333333333338853871e-02 3.333333333338372312e-02
3.333333333456691555e-02 3.333333333339099508e-02 3.333333333339159182e-02 3.333333333338567989e-02 3.333333333339109222e-02 3.333333333338821952e-02 3.333333333339079385e-02 3.333333333338959342e-02 3.333333333338475701e-02 3.333333333338753951e-02 3.333333333338760196e-02 3.333333333338605459e-02 8.033333333330549664e+00 3.333333333338697052e-02 3.333333333338568683e-02 3.333333333339037752e-02 3.333333333338409088e-02 3.333333333338894117e-02 3.333333333338795584e-02 3.333333333339116161e-02 3.333333333339068283e-02 3.333333333339471433e-02 3.333333333338633214e-02 3.333333333338978771e-02 3.333333333338679011e-02 3.333333333339010690e-02 3.333333333339064120e-02 3.333333333338906607e-02 3.333333333338858034e-02 3.333333333338835136e-02
3.333333333338751869e-02 3.333333333339365961e-02 3.333333333338169696e-02 3.333333333339735111e-02 3.333333333339287552e-02 3.333333333339508209e-02 3.333333333339437432e-02 3.333333333339223020e-02 3.333333333338063531e-02 3.333333333338910770e-02 3.333333333338557580e-02 3.033333333331674542e+00 3.333333333339181387e-02 3.333333333339069671e-02 3.333333333338852483e-02 3.333333333339211918e-02 3.333333333339021098e-02 3.333333333339420779e-02 3.333333333339421473e-02 3.333333333338107246e-02 3.333333333338902443e-02 3.333333333338594356e-02 3.333333333338956567e-02 3.333333333339150162e-02 3.333333333339302817e-02 3.333333333340194465e-02 3.333333333338861504e-02 3.333333333339059262e-02 3.333333333338502069e-02 3.333333333339715682e-02
3.333333333338411170e-02 3.333333333339200122e-02 3.333333333338993343e-02 3.333333333339549842e-02 3.333333333338872606e-02 3.333333333339654619e-02 3.333333333338932281e-02 4.033333333331646564e+00 3.333333333339379839e-02 3.333333333339961319e-02 3.333333333339503352e-02 3.333333333338910076e-02 3.333333333339245919e-02 3.333333333339268817e-02 3.333333333339037752e-02 3.333333333339384003e-02 3.333333333339195265e-02 3.333333333339202204e-02 3.333333333339216081e-02 3.333333333338770604e-02 3.333333333338623500e-02 3.333333333340128546e-02 3.333333333338498600e-02 3.333333333339276450e-02 3.333333333338611704e-02 3.333333333339119631e-02 3.333333333339315308e-02 3.333333333338897586e-02 3.333333333339252857e-02 3.333333333338985710e-02
3.333333333339314614e-02 3.333333333338526355e-02 3.333333333338396598e-02 3.333333333338835830e-02 3.333333333338930893e-02 3.333333333339384696e-02 3.333333333338468762e-02 3.333333333338656113e-02 3.333333333339294491e-02 5.033333333331748705e+00 3.333333333339246612e-02 3.333333333338656806e-02 3.333333333339361104e-02 3.333333333338218268e-02 3.333333333338500681e-02 3.333333333338285576e-02 3.333333333339020405e-02 3.333333333338649174e-02 3.333333333339442983e-02 3.333333333338660970e-02 3.333333333338717175e-02 3.333333333338637378e-02 3.333333333338348720e-02 3.333333333338312637e-02 3.333333333338972526e-02 3.333333333338699134e-02 3.333333333338538151e-02 3.333333333338829585e-02 3.333333333339132815e-02 3.333333333339048160e-02
3.333333333338468069e-02 3.333333333339815602e-02 3.333333333339114773e-02 3.333333333338717175e-02 3.333333333339318777e-02 3.333333333339220939e-02 3.333333333338630439e-02 3.333333333338939913e-02 3.333333333339244531e-02 3.333333333339261878e-02 3.333333333339285470e-02 3.333333333338601989e-02 3.333333333339300736e-02 3.333333333339547760e-02 3.333333333339631027e-02 3.333333333339607435e-02 3.333333333338787952e-02 3.333333333339313226e-02 3.333333333339039833e-02 3.333333333338694970e-02 3.333333333339531107e-02 3.333333333338955873e-02 3.333333333338634602e-02 3.333333333338795584e-02 8.033333333331659887e+00 3.333333333338783788e-02 3.333333333339212612e-02 3.333333333339141141e-02 3.333333333339302124e-02 3.333333333339131427e-02
3.333333333339784377e-02 3.333333333339470045e-02 3.333333333340791904e-02 3.333333333340060545e-02 3.333333333339784377e-02 3.333333333339645599e-02 3.333333333340089688e-02 3.333333333339803112e-02 3.333333333339365961e-02 3.333333338322286288e-02 3.333333333340162546e-02 3.333333333339892623e-02 3.333333333340306875e-02 3.333333333340091770e-02 3.333333333339391635e-02 3.333333333339690702e-02 3.333333333340862681e-02 3.333333333340098709e-02 3.333333333339211918e-02 3.333333333340537941e-02 3.333333333339047466e-02 3.333333333338996812e-02 3.333333333340295079e-02 3.333333333339602578e-02 3.333333333338897586e-02 3.333333333339772581e-02 3.333333333339773275e-02 3.333333333339930094e-02 3.333333333338816401e-02 4.033333333281635014e+00
3.333333333339265347e-02 3.333333333339275756e-02 3.333333333338906607e-02 3.333333333339185550e-02 3.333333333338703991e-02 3.333333333339316695e-02 3.333333333338892035e-02 3.333333333339300736e-02 7.033333333229967899e+00 3.333333333339608129e-02 3.333333333338964893e-02 3.333333333338470844e-02 3.333333333338446558e-02 3.333333333338776849e-02 3.333333333338805993e-02 3.333333333339254939e-02 3.333333333338984322e-02 3.333333333339380533e-02 3.333333343510253011e-02 3.333333333339043303e-02 3.333333333339304205e-02 3.333333333338855259e-02 3.333333333339308369e-02 3.333333333339154325e-02 3.333333333339087018e-02 3.333333333338450027e-02 3.333333333339266735e-02 3.333333333339088406e-02 3.333333333339009302e-02 3.333333333339037752e-02
3.333333333339850990e-02 3.333333333345780969e-02 3.333333333339198734e-02 3.333333333340422061e-02 3.333333333340690596e-02 3.333333333339382615e-02 3.333333333340651738e-02 3.333333333339392329e-02 3.333333333340059851e-02 3.333333333341006316e-02 3.333333333339658783e-02 3.333333333340901539e-02 3.333333333339557475e-02 3.333333333339909277e-02 3.333333333340188914e-02 3.333333333339426330e-02 3.333333333339005139e-02 3.333333333340039728e-02 3.333333333339619231e-02 3.333333333340132015e-02 3.333333333339014160e-02 3.333333333339560250e-02 3.333333333338873994e-02 3.333333333340053606e-02 3.333333333339241755e-02 3.333333333339013466e-02 3.333333333339899562e-02 2.033333333331410309e+00 3.333333333340052218e-02 3.333333333338383414e-02
3.333333333339345839e-02 3.333333333338137083e-02 3.333333333338322352e-02 3.333333333338708154e-02 3.333333333338696358e-02 3.333333333339082855e-02 3.333333333338860116e-02 3.333333333338284188e-02 3.333333333338880933e-02 3.333333333339032201e-02 3.333333333338724114e-02 3.333333333338905913e-02 3.333333333338504845e-02 3.333333333338871218e-02 3.333333333338658194e-02 3.333333333338383414e-02 3.333333333339471433e-02 6.033333333331779791e+00 3.333333333339064813e-02 3.333333333338531212e-02 3.333333333338853177e-02 3.333333333338566601e-02 3.333333333338002469e-02 3.333333333338563825e-02 3.333333333338234228e-02 3.333333333338629745e-02 3.333333333338365373e-02 3.333333333338719257e-02 3.333333333339278531e-02 3.333333333338333454e-02
3.333333333339127263e-02 3.333333333340710025e-02 3.333333333339717069e-02 3.333333333339075916e-02 3.333333333338870524e-02 3.333333333339254245e-02 3.333333333339923155e-02 4.033333333322937087e+00 3.333333333338870524e-02 3.333333333339316001e-02 3.333333333339807275e-02 3.333333333339226490e-02 3.333333334204081899e-02 3.333333333338449334e-02 3.333333333339567189e-02 3.333333333339005833e-02 3.333333333339218857e-02 3.333333333339325716e-02 3.333333333339155019e-02 3.333333333338688725e-02 3.333333333339309063e-02 3.333333333339267429e-02 3.333333333339847521e-02 3.333333333339141835e-02 3.333333333338778931e-02 3.333333333339517923e-02 3.333333333338920484e-02 3.333333333340173649e-02 3.333333333339436044e-02 3.333333333340535165e-02
3.333333333339787152e-02 3.333333333339128651e-02 3.333333333339374982e-02 3.333333333339371513e-02 3.333333333339455473e-02 3.333333333339437432e-02 3.333333336221723509e-02 3.333333333338885096e-02 3.333333333338660276e-02 3.333333333339305593e-02 3.333333333339685844e-02 3.333333333339307675e-02 3.333333333338368842e-02 3.333333333339905807e-02 3.333333333339366655e-02 3.333333333339183469e-02 3.333333333339471433e-02 3.333333333339449922e-02 3.333333333339355553e-02 3.333333333340026544e-02 3.333333333339497107e-02 3.333333333339136284e-02 3.333333333339528332e-02 3.333333333339268123e-02 3.333333333338767135e-02 3.333333333339001670e-02 4.033333333302779877e+00 3.333333333339597027e-02 3.333333333338527049e-02 3.333333333339424942e-02
3.333333333339799642e-02 3.333333333339932869e-02 3.333333333340367938e-02 3.333333333342494709e-02 3.333333333339805887e-02 3.333333333341320648e-02 3.333333333339959237e-02 3.333333333340706556e-02 3.333333333340673249e-02 3.333333333341700899e-02 3.333333333341210319e-02 3.333333333341605836e-02 3.333333333340104954e-02 3.333333333339715682e-02 3.333333333340763455e-02 3.333333333340388061e-02 3.333333333340423449e-02 2.033333333331212689e+00 3.333333333340968152e-02 3.333333333339425636e-02 3.333333333340198629e-02 3.333333333340979254e-02 3.333333333340478960e-02 3.333333333340975785e-02 3.333333333340648269e-02 3.333333333341365751e-02 3.333333333341143012e-02 3.333333333339907889e-02 3.333333333340566390e-02 3.333333333341068072e-02
3.333333333338965587e-02 3.333333333338926036e-02 3.333333333339074528e-02 3.333333333339462412e-02 3.333333333338967669e-02 3.333333333339185550e-02 3.333333333339414534e-02 3.333333333338649174e-02 3.333333333338729665e-02 3.333333333338996118e-02 3.333333333339712906e-02 3.333333333339299348e-02 3.333333333339218163e-02 3.333333333338994037e-02 3.333333333339252164e-02 3.333333333338830973e-02 3.333333333338543009e-02 3.333333333339289634e-02 3.333333333338575621e-02 3.333333333339617149e-02 3.333333333339090487e-02 1.103333333333167765e+01 3.333333333338422272e-02 3.333333333339117549e-02 3.333333333339037752e-02 3.333333333339159182e-02 3.333333333338944077e-02 3.333333333339030119e-02 3.333333333338849014e-02 3.333333333339130733e-02
3.333333333338465293e-02 3.333333333339424248e-02 3.333333333338148186e-02 3.333333333339653926e-02 3.333333333338432680e-02 3.333333333338649174e-02 3.333333333338409782e-02 3.333333333339054405e-02 3.333333333339328491e-02 3.333333333339052323e-02 3.333333333338347332e-02 3.333333333338524274e-02 3.333333333338121124e-02 3.333333333338660970e-02 3.333333333338363985e-02 3.333333333339310450e-02 3.333333333339817683e-02 3.333333333338560356e-02 3.333333333339043997e-02 3.333333333338529131e-02 3.333333333338979465e-02 3.333333333338953097e-02 3.333333333338997506e-02 3.333333333338432680e-02 3.333333333338731053e-02 3.333333333338792115e-02 3.333333333339181387e-02 6.033333333331733606e+00 3.333333333339211918e-02 3.333333333339392329e-02
3.333333333339082161e-02 3.333333333339454779e-02 3.333333333339077997e-02 3.333333333339633109e-02 3.333333333338991261e-02 9.033333333331530213e+00 3.333333333339080773e-02 3.333333333338609622e-02 3.333333333339447840e-02 3.333333333339277837e-02 3.333333333340235405e-02 3.333333333338819870e-02 3.333333333339263960e-02 3.333333333339183469e-02 3.333333333339626170e-02 3.333333333338896198e-02 3.333333333339890542e-02 3.333333333346900212e-02 3.333333333339320859e-02 3.333333333338794197e-02 3.333333333338737992e-02 3.333333333339814908e-02 3.333333333339525556e-02 3.333333333338694970e-02 3.333333333339460330e-02 3.333333333339127957e-02 3.333333333339481147e-02 3.333333333339666416e-02 3.333333333339243837e-02 3.333333333339619231e-02
3.333333333339022486e-02 3.333333333338691501e-02 1.103333333332869870e+01 3.333333333339301430e-02 3.333333333339141141e-02 3.333333333338858728e-02 3.333333333338261983e-02 3.333333333338674848e-02 3.333333333338514559e-02 3.333333333338894117e-02 3.333333333338944771e-02 3.333333333338791421e-02 3.333333333338471538e-02 3.333333333338516641e-02 3.333333333339522780e-02 3.333333333339087018e-02 3.333333333339165427e-02 3.333333333339141835e-02 3.333333333338927423e-02 3.333333333338808768e-02 3.333333333338908688e-02 3.333333333338980159e-02 3.333333333338754645e-02 3.333333333338473620e-02 3.333333333338781013e-02 3.333333333338851096e-02 3.333333333338949628e-02 3.333333333339083548e-02 3.333333333338844851e-02 3.333333333641815693e-02
3.333333333338903831e-02 3.333333333338460436e-02 3.333333333338903831e-02 3.333333333339005139e-02 3.333333333338294596e-02 3.333333333339306287e-02 3.333333333338360516e-02 3.333333333338767829e-02 3.333333333338163451e-02 3.333333333338746318e-02 3.333333333338641541e-02 3.333333333338214799e-02 3.333333333338882321e-02 3.333333333339223020e-02 3.333333333338499987e-02 3.333333333339139060e-02 3.333333333338786564e-02 3.333333333338948934e-02 3.333333333339136978e-02 3.333333333338697746e-02 3.333333333338725502e-02 3.333333333338797666e-02 3.333333333339070365e-02 3.333333333338517335e-02 8.033333333331768245e+00 3.333333333338409782e-02 3.333333333338954485e-02 3.333333333338911464e-02 3.333333333338357046e-02 3.333333333338497906e-02
3.333333333338717869e-02 3.333333333339660864e-02 3.333333333339227184e-02 3.333333333339631721e-02 1.103333333274789751e+01 3.333333333338775462e-02 3.333333333338701909e-02 3.333333333338538151e-02 3.333333333338824728e-02 3.333333333338710236e-02 3.333333333338919791e-02 3.333333333338692195e-02 3.333333333339265347e-02 3.333333333338844157e-02 3.333333333338898280e-02 3.333333333338917709e-02 3.333333333338709542e-02 3.333333333339435350e-02 3.333333333338674848e-02 3.333333333339237592e-02 3.333333333339009302e-02 3.333333333338843463e-02 3.333333391718920624e-02 3.333333333338948240e-02 3.333333333339189020e-02 3.333333333338930893e-02 3.333333333339261184e-02 3.333333333339078691e-02 3.333333333338785176e-02 3.333333333338762972e-02
3.333333333338323740e-02 3.333333334510119733e-02 3.333333333337707566e-02 3.333333333338689419e-02 3.333333333339007221e-02 3.333333333337936549e-02 3.333333333337654830e-02 3.333333333337706872e-02 3.333333333338145410e-02 3.333333333338164839e-02 3.333333333338368842e-02 3.333333333338150961e-02 3.333333333338305005e-02 3.333333333337922672e-02 3.333333333338604765e-02 3.333333333338490273e-02 3.333333333338295984e-02 3.333333333338012877e-02 3.333333333337460541e-02 3.333333333338624194e-02 3.333333333337418908e-02 3.333333333338114185e-02 4.033333333320220149e+00 3.333333333337686055e-02 3.333333333337592380e-02 3.333333333337715199e-02 3.333333333338309862e-02 3.333333333338261983e-02 3.333333333338348026e-02 3.333333333338799748e-02
3.333333333349512706e-02 3.333333333338898974e-02 3.333333333339162652e-02 3.333333333338547172e-02 3.333333333338831667e-02 3.333333333338537458e-02 3.333333333338643623e-02 3.333333333338255738e-02 3.333333333338629745e-02 3.333333333338286963e-02 3.333333333339117549e-02 3.333333333339075916e-02 3.333333333339560944e-02 3.333333333338961424e-02 3.333333333339345145e-02 3.333333333339508209e-02 3.333333333339459637e-02 3.333333333339487392e-02 3.333333333338927423e-02 3.333333333338845544e-02 3.333333333338411864e-02 3.333333333338815013e-02 3.333333333339277837e-02 3.333333333338770604e-02 3.333333333338901056e-02 3.333333333338758808e-02 7.033333333331590609e+00 3.333333333339192489e-02 3.333333333339760784e-02 3.333333333339482535e-02
3.333333333338427129e-02 3.333333333338449334e-02 3.333333333338983628e-02 3.333333333339075916e-02 3.333333333338574234e-02 3.333333333338885790e-02 3.333333333338233534e-02 3.333333333338738685e-02 3.333333333338626969e-02 3.333333333338796278e-02 3.333333333338844157e-02 3.333333333338709542e-02 3.333333333338576315e-02 3.333333333339124488e-02 3.333333333338768523e-02 3.333333333338563131e-02 3.333333333341718246e-02 3.333333333338655419e-02 3.333333333338497212e-02 3.333333333338438925e-02 9.033333333331750481e+00 3.333333333338388965e-02 3.333333333338828197e-02 3.333333333338795584e-02 3.333333333338584642e-02 3.333333333338590887e-02 3.333333333339007915e-02 3.333333333339442289e-02 3.333333333338431292e-02 3.333333333338280025e-02
